Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [196] _GLOBAL__sub_I__ZN5Graph8loadFileERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEERSt6vectorIS8_IiSaIiEESaISA_EE [240] ramulator::DDR3::set_channel_number(int) [19] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
 [197] _GLOBAL__sub_I__ZN5Stats8statlistE [174] ramulator::DDR3::DDR3(ramulator::DDR3::Org, ramulator::DDR3::Speed) [76] void std::vector<long, std::allocator<long> >::_M_emplace_back_aux<long>(long&&)
 [198] _GLOBAL__sub_I__ZN9ramulator10ControllerINS_4SALPEE12get_addr_vecENS1_7CommandESt14_List_iteratorINS_7RequestEE [175] ramulator::DDR3::DDR3(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [27] std::__cxx11::list<ramulator::Request, std::allocator<ramulator::Request> >::_M_erase(std::_List_iterator<ramulator::Request>)
 [199] _GLOBAL__sub_I__ZN9ramulator13MemoryFactoryINS_6LPDDR4EE8validateEiiRKNS_6ConfigE [40] ramulator::DRAM<ramulator::DDR3>::update_state(ramulator::DDR3::Command, int const*) [50] void std::__cxx11::list<ramulator::Request, std::allocator<ramulator::Request> >::_M_insert<ramulator::Request const&>(std::_List_iterator<ramulator::Request>, ramulator::Request const&)
 [200] _GLOBAL__sub_I__ZN9ramulator3HBM13standard_nameB5cxx11E [15] ramulator::DRAM<ramulator::DDR3>::check_row_hit(ramulator::DDR3::Command, int const*) [100] void std::__cxx11::list<long, std::allocator<long> >::_M_insert<long>(std::_List_iterator<long>, long&&)
 [201] _GLOBAL__sub_I__ZN9ramulator4DDR313standard_nameB5cxx11E [84] ramulator::DRAM<ramulator::DDR3>::update_timing(ramulator::DDR3::Command, int const*, long) [254] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [202] _GLOBAL__sub_I__ZN9ramulator4DDR413standard_nameB5cxx11E [75] ramulator::DRAM<ramulator::DDR3>::check_row_open(ramulator::DDR3::Command, int const*) [180] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org> >*)
 [203] _GLOBAL__sub_I__ZN9ramulator4SALP7org_mapB5cxx11E [79] ramulator::DRAM<ramulator::DDR3>::update_serving_requests(int const*, int, long) [255] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [204] _GLOBAL__sub_I__ZN9ramulator5CacheC2EiiiiNS0_5LevelESt10shared_ptrINS_11CacheSystemEE [33] ramulator::DRAM<ramulator::DDR3>::check(ramulator::DDR3::Command, int const*, long) [256] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> >*)
 [205] _GLOBAL__sub_I__ZN9ramulator5DSARP13standard_nameB5cxx11E [7] ramulator::DRAM<ramulator::DDR3>::decode(ramulator::DDR3::Command, int const*) [141] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [206] _GLOBAL__sub_I__ZN9ramulator5GDDR513standard_nameB5cxx11E [241] ramulator::DRAM<ramulator::DDR3>::regStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [156] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> >*)
 [207] _GLOBAL__sub_I__ZN9ramulator6ALDRAM13standard_nameB5cxx11E [242] ramulator::DRAM<ramulator::DDR3>::DRAM(ramulator::DDR3*, ramulator::DDR3::Level) [136] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [208] _GLOBAL__sub_I__ZN9ramulator6ConfigC2ERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE [243] ramulator::Config::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [161] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> >*)
 [209] _GLOBAL__sub_I__ZN9ramulator6LPDDR313standard_nameB5cxx11E [244] ramulator::Config::Config(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [157] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [210] _GLOBAL__sub_I__ZN9ramulator6LPDDR413standard_nameB5cxx11E [17] ramulator::Memory<ramulator::DDR3, ramulator::Controller>::send(ramulator::Request) [162] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Org> >*)
 [211] _GLOBAL__sub_I__ZN9ramulator6TLDRAM13standard_nameB5cxx11E [245] ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Memory(ramulator::Config const&, std::vector<ramulator::Controller<ramulator::DDR3>*, std::allocator<ramulator::Controller<ramulator::DDR3>*> >) [257] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [212] _GLOBAL__sub_I__ZN9ramulator6WideIO13standard_nameB5cxx11E [28] ramulator::Request::Request(ramulator::Request const&) [163] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed> >*)
 [213] _GLOBAL__sub_I__ZN9ramulator7RefreshINS_5DSARPEEC2EPNS_10ControllerIS1_EE [55] ramulator::Request::Request(std::vector<int, std::allocator<int> >&, ramulator::Request::Type, std::function<void (ramulator::Request&)>, int) [142] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [214] _GLOBAL__sub_I__ZN9ramulator7WideIO213standard_nameB5cxx11E [46] ramulator::Request::~Request() [158] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> >*)
 [215] _GLOBAL__sub_I__ZN9ramulator9ProcessorC2ERKNS_6ConfigESt6vectorIPKcSaIS6_EESt8functionIFbNS_7RequestEEERNS_10MemoryBaseE [53] ramulator::RowTable<ramulator::DDR3>::update(ramulator::DDR3::Command, std::vector<int, std::allocator<int> > const&, long) [258] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [216] _GLOBAL__sub_I_sc_main [114] ramulator::StatBase<Stats::Scalar>::name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [181] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type> >*)
 [217] __static_initialization_and_destruction_0(int, int) [clone .constprop.247] [131] ramulator::StatBase<Stats::Vector>::name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [137] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [218] __static_initialization_and_destruction_0(int, int) [clone .constprop.254] [98] BurstOp::getDepartMemTime() const [164] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> >*)
 [219] __static_initialization_and_destruction_0(int, int) [clone .constprop.254] [99] BurstOp::getReqNum() const [165] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [220] __static_initialization_and_destruction_0(int, int) [clone .constprop.254] [69] BurstOp::operator==(BurstOp const&) const [182] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org> >*)
 [221] __static_initialization_and_destruction_0(int, int) [clone .constprop.263] [72] sc_core::sc_signal<BurstOp, (sc_core::sc_writer_policy)0>::read() const [259] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [222] __static_initialization_and_destruction_0(int, int) [clone .constprop.310] [82] sc_core::sc_signal<bool, (sc_core::sc_writer_policy)0>::read() const [260] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> >*)
 [223] __static_initialization_and_destruction_0(int, int) [clone .constprop.430] [246] ramulator::Config::print_cmd_trace() const [151] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [224] MemWrapper::loadConfig(int, char**) [247] ramulator::Config::record_cmd_trace() const [166] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Org> >*)
 [225] MemWrapper::calBurstLen() [150] ramulator::Config::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [261] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [11] MemWrapper::getBurstReq() [119] std::_Deque_iterator<long, long&, long*>::operator-(long) const [183] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> >*)
   [2] MemWrapper::respMonitor() [66] std::_Deque_iterator<long, long&, long*>::operator+(long) const [143] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
   [1] MemWrapper::sendBurstResp() [126] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [159] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Org> >*)
  [88] MemWrapper::getMaxDepartTime(std::vector<long, std::allocator<long> > const&) [34] std::_Function_base::_Base_manager<void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&)::{lambda(ramulator::Request&)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&)::{lambda(ramulator::Request&)#1}> const&, std::_Manager_operation) [138] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
